mile_marker,latitude,longitude
1480,41.15532107984842,-122.27209088439385
1490,41.16514492135362,-122.36263255420893
1500,41.20948394524247,-122.41420434585946
1510,41.231895421541395,-122.51483135422662
1520,41.33312366719672,-122.51123726727604
1530,41.31933583782567,-122.5982170297869
1540,41.27351282689601,-122.67881305932339
1550,41.225730901465994,-122.77718220292154
1560,41.20988669019883,-122.88414483431467
1570,41.2907491338041,-122.96422419423423
1580,41.38490875877542,-122.97887561470061
1590,41.46566143044957,-123.05198889451114
1600,41.53654940967239,-123.13794171992521
1610,41.611355448000175,-123.20884184279744
1620,41.701966382780796,-123.24263487368178
1630,41.80525632747842,-123.21667128329882
1640,41.85519229567438,-123.21705694729245
1650,41.93273391002281,-123.15620393275141
1660,41.94816600452305,-123.01905736459497
1670,41.988527616577535,-122.91842340364987
1680,42.056989788911025,-122.83912461595945
1690,42.074785918915744,-122.72040229173336
1700,42.06007191516685,-122.59366920365773
1710,42.06757952237234,-122.48380080625721
1720,42.15821598902321,-122.50186992141391
1730,42.20613390413222,-122.37300024196222
1740,42.280406398434955,-122.26930629827638
1750,42.369915251184764,-122.30241046587484
1760,42.46217194895316,-122.27212016550395
1770,42.563238140450515,-122.21973283262015
1780,42.65651809106905,-122.21379616040582
1790,42.76098234159715,-122.19217419453963
1800,42.872498026734505,-122.17825175685125
1810,42.96353827641831,-122.22364846344709
1820,43.0161635266562,-122.11374813601077
1830,43.13063699369338,-122.07554412570097
1840,43.21747997139821,-122.03077930900108
1850,43.29869971145095,-122.00967540244453
1860,43.39161584547719,-122.06121323458426
1870,43.472411849688505,-122.14150171997527
1880,43.56268567922202,-122.10779558056673
1890,43.611177957390126,-122.00366804270494
1900,43.715447804428365,-121.99172580183479
1910,43.82671332081476,-121.95464824667556
1920,43.919801408190615,-121.91085981832174
1930,43.982699272243984,-121.827716752956
1940,44.07591283490922,-121.82019860902042
1950,44.176244289170064,-121.81583913995783
1960,44.25777717945566,-121.79320392518653
1970,44.33764503488618,-121.8683100069222
1980,44.43951746369951,-121.84367728143262
1990,44.52989463863453,-121.8125836047393
2000,44.635373584975945,-121.81738971408585
2010,44.704729158758745,-121.81940877020884
2020,44.78654710520486,-121.80507222693566
2030,44.881528113064036,-121.75833300077385
2040,44.97934696984433,-121.7260599837466
2050,45.09352650846121,-121.73453740773519
2060,45.19448866727341,-121.75631125657979
2070,45.29159245951989,-121.6827159018775
2080,45.35571754692244,-121.75145173004785
2090,45.41697277838437,-121.79548734369452
