track_name,latitude,longitude,color
CDT,31.5040183,-108.2427021,#00AA00
CDT,31.5040241,-108.2428137,#00AA00
CDT,31.5040332,-108.2428516,#00AA00
CDT,31.5040476,-108.2429116,#00AA00
CDT,31.5040885,-108.243018,#00AA00
CDT,31.5041193,-108.2431347,#00AA00
CDT,31.504128,-108.2432308,#00AA00
CDT,31.5041763,-108.2433905,#00AA00
CDT,31.5042451,-108.2435518,#00AA00
CDT,31.5043066,-108.2437389,#00AA00
CDT,31.5043329,-108.2438883,#00AA00
CDT,31.5043256,-108.2441063,#00AA00
CDT,31.5043124,-108.2443071,#00AA00
CDT,31.5043066,-108.244477,#00AA00
CDT,31.5042803,-108.2446281,#00AA00
CDT,31.5042422,-108.2448118,#00AA00
CDT,31.5042144,-108.2449817,#00AA00
CDT,31.5042071,-108.2451637,#00AA00
CDT,31.5042085,-108.2453542,#00AA00
CDT,31.5042393,-108.2455533,#00AA00
CDT,31.5043051,-108.2457782,#00AA00
CDT,31.5044017,-108.2460442,#00AA00
CDT,31.5044676,-108.2462554,#00AA00
CDT,31.504551,-108.2466004,#00AA00
CDT,31.5046081,-108.246827,#00AA00
CDT,31.5046842,-108.2470776,#00AA00
CDT,31.5047647,-108.2473025,#00AA00
CDT,31.504873,-108.2475823,#00AA00
CDT,31.5050984,-108.2481127,#00AA00
CDT,31.5052637,-108.2484869,#00AA00
CDT,31.505454,-108.2489229,#00AA00
CDT,31.5056106,-108.2492919,#00AA00
CDT,31.5058389,-108.2498412,#00AA00
CDT,31.5060379,-108.2503098,#00AA00
CDT,31.5061755,-108.250636,#00AA00
CDT,31.5063233,-108.2509759,#00AA00
CDT,31.5064784,-108.2513278,#00AA00
CDT,31.5066731,-108.2517792,#00AA00
CDT,31.5067755,-108.2520144,#00AA00
CDT,31.5068911,-108.2522804,#00AA00
CDT,31.5070024,-108.2525173,#00AA00
CDT,31.5071238,-108.2527508,#00AA00
CDT,31.5072541,-108.2529808,#00AA00
CDT,31.5074912,-108.2533653,#00AA00
CDT,31.5076785,-108.2536777,#00AA00
CDT,31.5078717,-108.2540038,#00AA00
CDT,31.5080005,-108.254215,#00AA00
CDT,31.5082229,-108.2545497,#00AA00
CDT,31.5084117,-108.2548226,#00AA00
CDT,31.5086663,-108.2551883,#00AA00
CDT,31.5089283,-108.2555659,#00AA00
CDT,31.5091654,-108.2559023,#00AA00
CDT,31.5093571,-108.2561821,#00AA00
CDT,31.5094932,-108.2563813,#00AA00
CDT,31.5095649,-108.2564963,#00AA00
CDT,31.5096688,-108.2566937,#00AA00
CDT,31.5097566,-108.2568876,#00AA00
CDT,31.5098781,-108.2572086,#00AA00
CDT,31.5099629,-108.2574249,#00AA00
CDT,31.5100493,-108.257636,#00AA00
CDT,31.510143,-108.2579004,#00AA00
CDT,31.5102542,-108.2582197,#00AA00
CDT,31.51038,-108.2585904,#00AA00
CDT,31.5104971,-108.2589372,#00AA00
CDT,31.5106142,-108.2592668,#00AA00
CDT,31.5107064,-108.2595328,#00AA00
CDT,31.5108059,-108.2598143,#00AA00
CDT,31.510882,-108.2600117,#00AA00
CDT,31.5109742,-108.2602606,#00AA00
CDT,31.5110752,-108.2605336,#00AA00
CDT,31.5111395,-108.2607241,#00AA00
CDT,31.5111732,-108.2608477,#00AA00
CDT,31.5112142,-108.2610005,#00AA00
CDT,31.5112815,-108.2611687,#00AA00
CDT,31.5114015,-108.2613918,#00AA00
CDT,31.5115288,-108.2616133,#00AA00
CDT,31.5115903,-108.2617369,#00AA00
CDT,31.51164,-108.2618811,#00AA00
CDT,31.5116869,-108.2621025,#00AA00
CDT,31.5117469,-108.2624166,#00AA00
CDT,31.5118171,-108.2626363,#00AA00
CDT,31.5118947,-108.2629161,#00AA00
CDT,31.5119664,-108.2631925,#00AA00
CDT,31.5120147,-108.2633453,#00AA00
CDT,31.512063,-108.2634774,#00AA00
CDT,31.5121069,-108.2635993,#00AA00
CDT,31.512161,-108.2637126,#00AA00
CDT,31.5122591,-108.2638379,#00AA00
CDT,31.5123864,-108.2640096,#00AA00
CDT,31.5124669,-108.2641641,#00AA00
CDT,31.5125722,-108.2643426,#00AA00
CDT,31.5126703,-108.2644421,#00AA00
CDT,31.5128078,-108.2645365,#00AA00
CDT,31.5129425,-108.2645983,#00AA00
CDT,31.513099,-108.2646395,#00AA00
CDT,31.5133332,-108.2646756,#00AA00
CDT,31.5135454,-108.2647648,#00AA00
CDT,31.5136976,-108.2648266,#00AA00
CDT,31.5139068,-108.2649434,#00AA00
CDT,31.5141146,-108.2650996,#00AA00
CDT,31.5143912,-108.2653021,#00AA00
